sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,year,fl,tl,wt,liver_wt,sex,gonad_wt,full_gut_wt,empty_gut_wt,stom_content,number_content,content_wt,notes...14,,
LK1-A23-MF-6,5.826137297,-25.54212408,-25.59068046,-27.99,1.19,lake,mayfly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MF-7,4.827446933,-26.03082754,-25.71991889,-27.49,1.88,lake,mayfly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MF-1,5.0678483,-27.11283018,-26.88560827,-28.81,2.09,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MF-2,5.339698933,-27.35369806,-27.22330813,-29.32,1.64,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MF-3,5.677041268,-26.85972914,-26.85267462,-29.16,1.33,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MF-4,6.191402565,-25.87051146,-26.05809837,-28.68,2.1,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MF-5,5.317460012,-27.42571459,-27.28731672,-29.37,1.56,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MF-8,6.076416793,-26.23434737,-26.37774395,-28.93,1.97,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-A23-MF-3,4.628388987,-24.9878949,-24.60909658,-26.25,1.17,lake,mayfly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MF-5,5.633070727,-27.72325998,-27.69993285,-29.98,1.21,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MF-P,4.943369021,-27.56606467,-27.29528002,-29.14,1.95,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK5-A23-MF-8,4.789390172,-28.28850373,-27.96451655,-29.71,0.79,lake,mayfly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK5-M23-MF-2,5.616082188,-27.11007863,-27.08048006,-29.35,1.41,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK7-A23-MF-10,4.692138746,-25.87478264,-25.51758665,-27.2,0.39,lake,mayfly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK7-A23-MF-9,5.647020919,-25.72944929,-25.71127851,-28,0.62,lake,mayfly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK7-M23-MF-1,5.252810383,-25.76971772,-25.60812755,-27.65,2.56,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK7-M23-MF-2,5.137887606,-26.59349127,-26.39099572,-28.36,1.83,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK7-M23-MF-3,5.574914052,-26.80083509,-26.75607534,-29,3.69,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK7-M23-MF-7,6.639683109,-27.48671372,-27.85022312,-30.74,2.37,lake,mayfly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-A23-MF-2,5.604661776,-25.29138484,-25.25757526,-27.52,0.34,lake,mayfly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MF-1,5.246175074,-34.9195,-34.02168478,-34.52,2.95,creek,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MF-10,5.532190608,-33.9947,-32.96710569,-33.12,2.47,creek,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MF-3,5.424853123,-35.0371,-34.07330585,-34.4,2.71,creek,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MF-4,5.201751477,-34.396,-33.40269116,-33.65,2.6,creek,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MF-5,4.703158416,-33.6005,-32.73080933,-33.3,3.05,creek,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MF-6,16.38023971,-30.5585,-29.37647123,-29.07,1.85,creek,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M24-MF-1,4.95138302,-32.905,-32.16638623,-33.05,3.5,creek,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M24-MF-3,5.184091384,-33.6628,-33.16830588,-34.58,4.28,creek,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MF-1,4.755211523,-32.25234059,-31.91664743,-33.64,3.6,creek,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MF-2,4.826940868,-31.94132854,-31.63024567,-33.4,3.47,creek,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MF-3,4.691099664,-32.35581133,-31.99826217,-33.68,3.35,creek,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MF-4,4.91564831,-32.05350817,-31.77308948,-33.6,3.61,creek,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MF-5,4.885482546,-31.90337228,-31.61249767,-33.42,3.5,creek,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-M24-MF-1,5.540678963,-37.0385,-36.40682711,-37.53,3.85,creek,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-M24-MF-2,5.374299481,-36.6006,-36.0351346,-37.3,4.06,creek,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MF-1,4.558482937,-29.3555,-27.90118508,-26.58,0.55,lake,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M24-MF-1,5.428112224,-30.6198,-29.468888,-29.26,1.98,lake,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M24-MF-2,5.715669727,-30.6937,-29.64017521,-29.72,2.37,lake,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M24-MF-3,5.269877387,-32.2075,-31.00200074,-30.62,1.75,lake,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M24-MF-4,4.781713498,-29.9412,-29.09141581,-29.71,3.12,lake,mayfly,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MF-1,4.594591298,-25.95135461,-25.56115732,-27.18,1.3,lake,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MF-2,4.950399215,-27.40910478,-27.1407673,-28.99,1.38,lake,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MF-4,5.090633586,-26.47027275,-26.25107789,-28.19,0.92,lake,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MF-5,4.631329219,-26.05498407,-25.67717917,-27.32,1.26,lake,mayfly,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-A24-MF-1,4.619555021,-27.7202,-26.35595251,-25.41,1.02,lake,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-A24-MF-2,4.974329578,-28.8667,-27.43444984,-26.21,0.67,lake,mayfly,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
21-OP-inflow (N) - MAY,4.15,-22.4515,-21.12637057,-23.24,0.51,lake,mayfly,august,,2021,,,,,,,,,,,,,,
21-OP-47-MAY,3.89,-19.4989,-18.3486211,-20.03,0.22,lake,mayfly,august,,2021,,,,,,,,,,,,,,
21-OP-44-MAY-2,4.22,-20.7622,-19.39038812,-21.62,2.05,lake,mayfly,august,,2021,,,,,,,,,,,,,,
21-OP-46-MAY,4.14,-20.2214,-18.902953,-21,0.57,lake,mayfly,august,,2021,,,,,,,,,,,,,,
21-OP-49-MAY,4.37,-25.0837,-23.61240851,-26.09,0.22,lake,mayfly,august,,2021,,,,,,,,,,,,,,
A22-OP-44-1-mf,4.13,-21.8113,-20.49953883,-22.58,0.64,lake,mayfly,august,,2022,,,,,,,,,,,,,,
A22-OP-48-1-mf,4.47,-25.3447,-23.80750525,-26.45,0.16,lake,mayfly,august,,2022,,,,,,,,,,,,,,
A22-OP-48-2-mf,4.76,-25.8176,-24.09114459,-27.21,0.41,lake,mayfly,august,,2022,,,,,,,,,,,,,,
A22-OP-48-3-mf,5.85,-26.8985,-24.4845187,-29.37,0.66,lake,mayfly,august,,2022,,,,,,,,,,,,,,
A22-OP-49-1-mf,5.18,-26.4718,-24.47604587,-28.28,0.07,lake,mayfly,august,,2022,,,,,,,,,,,,,,
A22-OP-49-2-mf,4.78,-28.2178,-26.47839299,-29.63,0.82,lake,mayfly,august,,2022,,,,,,,,,,,,,,
A22-OP-51-1-mf,4.21,-22.5021,-21.13694692,-23.35,0.16,lake,mayfly,august,,2022,,,,,,,,,,,,,,
A22-OP-51-2-mf,4.01,-24.7801,-23.54883374,-25.43,1.39,lake,mayfly,august,,2022,,,,,,,,,,,,,,
M22-OP-44-mf-2,4.83,-24.1583,-22.3865704,-25.62,0.93,lake,mayfly,may,,2022,,,,,,,,,,,,,,
M22-OP-44-mf-1,5.08,-23.7908,-21.85865699,-25.5,1,lake,mayfly,may,,2022,,,,,,,,,,,,,,
M22-OP-46-mf-1,4.79,-25.4179,-23.67202203,-26.84,0.81,lake,mayfly,may,,2022,,,,,,,,,,,,,,
M22-OP-46-mf-2,4.01,-25.0801,-23.84883374,-25.73,3.32,lake,mayfly,may,,2022,,,,,,,,,,,,,,
M22-OP-46-mf-3,4.71,-22.8571,-21.1630802,-24.2,0.53,lake,mayfly,may,,2022,,,,,,,,,,,,,,
M22-OP-47-mf-1,4.71,-26.8271,-25.1330802,-28.17,1.14,lake,mayfly,may,,2022,,,,,,,,,,,,,,
CR5-M23-ML-1,7.071965641,-27.09875402,-27.63727091,-30.78,4.62,creek,megaloptera,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MEGA-1,5.912537674,-27.1165877,-27.19767466,-29.65,2.98,lake,megaloptera,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MEGA-2,5.020190939,-28.32001097,-28.07605284,-29.97,2.9,lake,megaloptera,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-ML-1,5.504530204,-26.4705151,-26.39995428,-28.6,2.71,lake,megaloptera,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MEG-1,6.04832858,-31.1119,-30.01268164,-29.96,2.19,lake,megaloptera,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-A24-MEG-2,5.005725383,-37.4123,-35.90233674,-34.32,0.23,lake,megaloptera,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-A24-MEG-3,4.969401922,-27.2636,-26.20750349,-26.28,2.36,lake,megaloptera,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-A24-MEG-4,5.017412406,-28.8643,-27.58645593,-26.96,1.43,lake,megaloptera,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MP-1,6.851985143,-22.01653471,-22.46534585,-25.48,1.28,lake,millipede,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MP-1,7.45742061,-21.5171536,-22.21602976,-25.58,-0.58,lake,millipede,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
EF1-A22-MUSS,5.320845719,-28.25236274,-28.11518303,-30.2,1.13,lake,mussel,august,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
EF3-A22-MUSS,5.413150962,-27.89098055,-27.78714836,-29.93,1.62,lake,mussel,august,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
EF4-A22-MUSS,5.393587128,-28.30034874,-28.18942668,-30.32,1.75,creek,mussel,august,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WD-22-MUSS,5.334781955,-31.46856586,-31.33640408,-33.43,4.04,creek,mussel,may,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WD-A22-MUSS-1,5.33267744,-30.82064933,-30.68772941,-32.78,3.76,creek,mussel,august,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WD-A22-MUSS-2,6.249699286,-30.97279771,-31.18293583,-33.84,4.03,creek,mussel,august,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M23-MUSS-1,5.135475967,-30.66587879,-30.46252929,-32.43,3.8,creek,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M23-MUSS-10,4.853747847,-30.67478963,-30.37294673,-32.16,3.82,creek,mussel,may,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M23-MUSS-2,4.97161374,-31.5681024,-31.30715911,-33.17,4.54,creek,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M23-MUSS-20,4.976310626,-31.79345248,-31.5341482,-33.4,4.51,creek,mussel,may,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-M23-MUSS-30,4.720925497,-30.91628376,-30.56888578,-32.27,4.08,creek,mussel,may,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-M23-MUSS-1,4.932235057,-30.24708729,-29.97243021,-31.81,3.94,creek,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-M23-MUSS-2,4.914289818,-30.37485308,-30.09396288,-31.92,4.07,creek,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-M23-MUSS-3,4.863693273,-30.72494366,-30.42653467,-32.22,3.99,creek,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-M23-MUSS-4,5.38350223,-30.79033279,-30.6757606,-32.8,3.9,creek,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-1,5.192950408,-28.5089791,-28.32603093,-30.33,1.54,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-10,5.853816222,-28.13472194,-28.1936755,-30.61,0.81,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-2,4.765702717,-28.00195431,-27.66985031,-29.4,2.2,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-3,4.95761278,-27.48196335,-27.21613851,-29.07,2.52,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-4,4.868402048,-28.03028197,-27.73349991,-29.53,1.7,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-5,5.996488513,-27.97347637,-28.08638387,-30.59,0.75,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-6,5.895406165,-27.8535479,-27.92816702,-30.37,0.92,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-7,5.653056049,-28.07347451,-28.05753629,-30.35,0.92,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-8,5.061549482,-27.82906601,-27.59962798,-29.52,2.29,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A23-MUSS-9,5.817469739,-27.69070496,-27.73601021,-30.13,1.3,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MUSS-1,5.097677428,-28.71329935,-28.49658929,-30.44,1.23,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MUSS-2,5.864805614,-28.07384244,-28.13693034,-30.56,1.68,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MUSS-3,5.733348035,-28.37398545,-28.38785414,-30.73,1.78,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MUSS-4,4.914174484,-28.35496726,-28.07403704,-29.9,2.19,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MUSS-5,5.077388225,-28.34338566,-28.11952259,-30.05,1.98,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-MUSS-6,5.932962851,-28.56636678,-28.65517644,-31.12,1.63,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MUSS-1,5.291006392,-28.30190367,-28.15400018,-30.22,2.3,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MUSS-3,5.317301972,-28.48587105,-28.34741633,-30.43,1.15,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MUSS-4,5.077965319,-28.37281433,-28.14915454,-30.08,1.92,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MUSS-5,5.033768623,-28.58656906,-28.3473718,-30.25,2.22,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-MUSS-6,5.077509026,-28.69326606,-28.46944554,-30.4,2.04,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-A23-Muss-1,5.475173399,-27.63957833,-27.55830072,-29.74,1.39,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-A23-MUSS-2,5.926978217,-27.61229157,-27.69883717,-30.16,0.9,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-A23-MUSS-3,5.978522852,-27.05126238,-27.15734268,-29.65,1.66,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-A23-MUSS-4,4.833357101,-27.76497647,-27.45610308,-29.23,1.6,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-A23-MUSS-5,5.887393857,-27.47148008,-27.54307723,-29.98,1.58,lake,mussel,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M23-MUSS-1,5.542685365,-28.55274149,-28.4961487,-30.72,1.85,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M23-MUSS-2,5.459847413,-28.24475106,-28.15788914,-30.33,1.71,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M23-MUSS-3,5.401412625,-28.6026015,-28.49451396,-30.63,2.14,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M23-MUSS-4,5.323869786,-28.68936891,-28.55327755,-30.64,1.77,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M23-MUSS-5,6.452683973,-27.62184287,-27.91126802,-30.69,1.84,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M23-MUSS-6,5.260797157,-28.50181081,-28.34307877,-30.39,1.89,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M23-MUSS-7,6.178529262,-28.11325603,-28.29587641,-30.91,2.34,lake,mussel,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MUSS-1,4.527376622,-31.4975,-31.16002524,-32.88,4.75,creek,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MUSS-2,4.565999685,-31.7744,-31.33254144,-32.85,4.44,creek,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MUSS-3,4.381683573,-30.5993,-30.32386603,-32.16,4.93,creek,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MUSS-4,4.371725387,-31.7042,-31.25571544,-32.76,4.42,creek,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A24-MUSS-5,4.503586504,-31.0112,-30.80237481,-32.76,5.12,creek,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MUSS-1,4.664724003,-31.81192324,-31.44542123,-33.11,3.47,creek,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MUSS-2,4.657068548,-31.11950214,-30.75040583,-32.41,4.86,creek,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-O24-MUSS-3,4.642079712,-30.65434109,-30.28017086,-31.93,4.97,creek,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MUSS-1,6.419344958,-31.6552,-30.64071567,-30.83,2.52,lake,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MUSS-2,6.086326374,-32.0101,-30.86646526,-30.68,2.01,lake,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MUSS-3,5.802392021,-31.4421,-30.34789597,-30.31,2.21,lake,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MUSS-4,3.993903344,-30.4162,-29.42822325,-29.69,2.62,lake,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MUSS-5,4.707671179,-30.3922,-29.30050904,-29.27,2.22,lake,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MUSS-6,6.202515404,-32.5449,-31.28029701,-30.7,1.49,lake,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-A24-MUSS-7,4.789155226,-30.2145,-29.18168865,-29.32,2.45,lake,mussel,august,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M24-MUSS-1,6.067015594,-32.8496,-31.69385653,-31.47,1.96,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M24-MUSS-2,5.245761368,-31.8996,-30.74385653,-30.52,1.96,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M24-MUSS-3,6.075713992,-33.1666,-31.94032637,-31.49,1.66,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-1,5.399680518,-28.37431629,-28.26560119,-30.4,2.02,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-10,5.067563205,-28.48311243,-28.25579019,-30.18,1.93,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-11,6.090204086,-28.46069795,-28.60937274,-31.17,1.16,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-12,5.695848795,-28.52110969,-28.52103329,-30.84,0.88,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-14,5.190648768,-28.89125772,-28.70749056,-30.71,0.75,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-2,4.785033415,-28.21281692,-27.88733548,-29.63,2.3,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-3,5.168548942,-28.81313655,-28.62151409,-30.61,0.64,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-4,5.094579116,-28.21636668,-27.99856346,-29.94,1.44,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-5,5.018311839,-28.71187128,-28.46725473,-30.36,0.81,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-6,5.277263519,-28.45550912,-28.30267595,-30.36,0.55,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
